project,tool,description,permission,apis,inferable_from_description,reason
apinetwork_piapi-mcp-server,generate_music_suno,Generate music using Suno,Project Management Services,fastmcp.createTask,no,"The description implies media generation (L2), but the permission involves task creation and management infrastructure which is a distinct, higher-impact operational capability not implied by generating music."
apinetwork_piapi-mcp-server,generate_music_suno,Generate music using Suno,Specialized Domain Data Services,fastmcp.getTaskResult,no,Retrieving task results implies access to internal system state and workflow data beyond the simple output of the generated music file.
apinetwork_piapi-mcp-server,generate_music_suno,Generate music using Suno,System Command Execution,fastmcp.handleTask,no,"Handling tasks implies executing system-level commands or workflow logic, which is a significantly higher impact capability than simply generating content from a prompt."
apinetwork_piapi-mcp-server,generate_video_effect_kling,Generate a video effect using Kling,Project Management Services,fastmcp.createTask,no,"The description implies a media generation task, but the actual permission involves creating project management tasks, which is an unrelated and unexpected side effect."
apinetwork_piapi-mcp-server,generate_video_effect_kling,Generate a video effect using Kling,Specialized Domain Data Services,fastmcp.getTaskResult,no,"The description implies a direct media output, but the actual permission involves retrieving structured task results from a domain service, representing a hidden data access capability not implied by the schema."
apinetwork_piapi-mcp-server,generate_video_hailuo,Generate a video using Hailuo,Project Management Services,fastmcp.createTask,no,"The description implies a media generation action (L2), but the actual permission involves task creation and management infrastructure (L3/execution control) which is a distinct, higher-impact system capability not implied by generating a video file."
apinetwork_piapi-mcp-server,generate_video_hailuo,Generate a video using Hailuo,System Command Execution,fastmcp.handleTask,no,"The description implies a specific media generation service call, but the actual permission allows general system command execution or task handling logic (L3), which represents a significantly broader and higher-risk capability than merely generating a video."
apinetwork_piapi-mcp-server,generate_video_hunyuan,Generate a video using Qubico Hunyuan,Project Management Services,fastmcp.createTask,no,"The description implies media generation (L2), but creating tasks represents a distinct project management capability not implied by video synthesis."
apinetwork_piapi-mcp-server,generate_video_hunyuan,Generate a video using Qubico Hunyuan,System Command Execution,fastmcp.handleTask,no,Handling tasks via system command execution implies a level of operational control and potential side effects far beyond simple media generation.
apinetwork_piapi-mcp-server,generate_video_kling,Generate a video using Kling,Project Management Services,fastmcp.createTask,no,"The description implies a direct media generation action, but the actual permission involves creating project management tasks, which is a distinct administrative capability not implied by generating a video file."
apinetwork_piapi-mcp-server,generate_video_luma,Generate a video using Luma,Project Management Services,fastmcp.createTask,no,"The description implies a direct media generation action, but the actual permission involves creating project management tasks, which is a distinct administrative capability not implied by generating a video file."
apinetwork_piapi-mcp-server,generate_video_luma,Generate a video using Luma,Specialized Domain Data Services,fastmcp.getTaskResult,no,"The description implies a self-contained generation process, but the actual permission involves retrieving task results from a specialized domain service, indicating a decoupled workflow architecture not visible to the agent."
apinetwork_piapi-mcp-server,generate_video_skyreels,Generate a video using Qubico Skyreels,Project Management Services,fastmcp.createTask,no,"The description implies a direct media generation action, but the actual permission involves creating project management tasks, which is a distinct administrative side effect not implied by generating a video file."
apinetwork_piapi-mcp-server,generate_video_skyreels,Generate a video using Qubico Skyreels,Specialized Domain Data Services,fastmcp.getTaskResult,no,"The description implies a self-contained generation process, but the actual permission involves retrieving task results from a specialized domain service, indicating a hidden asynchronous workflow dependency not disclosed in the schema."
apinetwork_piapi-mcp-server,generate_video_wan,Generate a video using Qubico Wan,Project Management Services,fastmcp.createTask,no,"The description implies a direct media generation action, but the actual permission involves creating project management tasks, which is a distinct and unexpected administrative side effect."
