cache_entry_id,language,api_name,category,deepseek_refs,qwen_refs,deepseek_permissions,qwen_permissions
TypeScript::date-fns.addDays,TypeScript,date-fns.addDays,File System Operations,5,2,File System Operations,File System Operations
TypeScript::db.insert,TypeScript,db.insert,Database Management,1,3,Database Management,Database Management
TypeScript::db.update,TypeScript,db.update,Database Management,1,5,Database Management,Database Management
TypeScript::dbAll,TypeScript,dbAll,Database Management,11,4,Database Management,Database Management
TypeScript::dbClient.execute,TypeScript,dbClient.execute,Database Management,2,1,Database Management,Database Management
TypeScript::dbQueries.searchCodeEntitiesFts,TypeScript,dbQueries.searchCodeEntitiesFts,Database Management,1,1,Database Management,Database Management
TypeScript::decipher.update,TypeScript,decipher.update,System Command Execution,2,9,System Command Execution,System Command Execution
TypeScript::demuxStream,TypeScript,demuxStream,System Command Execution,2,2,System Command Execution,System Command Execution
TypeScript::dgram.Socket.send,TypeScript,dgram.Socket.send,Specialized Domain Data Services,1,1,Financial and Blockchain Services,Specialized Domain Data Services
TypeScript::dockerode.Container.exec,TypeScript,dockerode.Container.exec,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::dockerode.container.exec,TypeScript,dockerode.container.exec,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::docs,TypeScript,docs,Project Management Services,5,1,Project Management Services,Project Management Services
TypeScript::drizzle-orm.findMany,TypeScript,drizzle-orm.findMany,Database Management,1,1,Database Management,Database Management
TypeScript::drizzle-orm.sql,TypeScript,drizzle-orm.sql,Database Management,1,1,Database Management,Database Management
TypeScript::drizzle-orm/node-postgres.execute,TypeScript,drizzle-orm/node-postgres.execute,Database Management,1,1,Database Management,Database Management
TypeScript::drizzle-orm/node-postgres.select,TypeScript,drizzle-orm/node-postgres.select,Database Management,2,1,Database Management,Database Management
TypeScript::drizzle-orm/node-postgres.update,TypeScript,drizzle-orm/node-postgres.update,Database Management,1,1,Database Management,Database Management
TypeScript::edgedb.Client.query,TypeScript,edgedb.Client.query,Database Management,1,1,Database Management,Database Management
TypeScript::edgedb.getClient.getCurrentDatabase,TypeScript,edgedb.getClient.getCurrentDatabase,Database Management,1,1,Database Management,Database Management
TypeScript::edgedb.query,TypeScript,edgedb.query,Database Management,3,3,Database Management,Database Management
TypeScript::edgedb.querySingle,TypeScript,edgedb.querySingle,Database Management,1,1,Database Management,Database Management
TypeScript::editors.get,TypeScript,editors.get,Browser Automation and Web Interaction,15,25,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::embedContent,TypeScript,embedContent,AI and Machine Learning Services,1,1,AI and Machine Learning Services,AI and Machine Learning Services
TypeScript::embedMany,TypeScript,embedMany,AI and Machine Learning Services,2,2,AI and Machine Learning Services,AI and Machine Learning Services
TypeScript::enable_intervlan_routing_on_interface,TypeScript,enable_intervlan_routing_on_interface,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
TypeScript::ensureDirSync,TypeScript,ensureDirSync,File System Operations,1,1,File System Operations,File System Operations
TypeScript::entry.isFile,TypeScript,entry.isFile,File System Operations,11,6,File System Operations,File System Operations
TypeScript::env.AI.run,TypeScript,env.AI.run,AI and Machine Learning Services,1,1,AI and Machine Learning Services,AI and Machine Learning Services
TypeScript::env.DB.prepare,TypeScript,env.DB.prepare,Database Management,1,1,AI and Machine Learning Services,Database Management
TypeScript::escapeShellArg,TypeScript,escapeShellArg,System Command Execution,17,13,System Command Execution,System Command Execution
TypeScript::establishConnection,TypeScript,establishConnection,System Command Execution,1,2,System Command Execution,System Command Execution
TypeScript::execAsync,TypeScript,execAsync,System Command Execution,20,19,System Command Execution,System Command Execution
TypeScript::execFilePromise,TypeScript,execFilePromise,System Command Execution,2,2,System Command Execution,System Command Execution
TypeScript::execFileSync,TypeScript,execFileSync,System Command Execution,6,7,System Command Execution,System Command Execution
TypeScript::execPromise,TypeScript,execPromise,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::executeDockerCommand,TypeScript,executeDockerCommand,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::executeNetlifyCommand,TypeScript,executeNetlifyCommand,Cloud Infrastructure Management,1,15,Cloud Infrastructure Management,Cloud Infrastructure Management
TypeScript::executeSqlViaRpc,TypeScript,executeSqlViaRpc,Database Management,5,4,Database Management,Database Management
TypeScript::executor,TypeScript,executor,Project Management Services,1,1,Project Management Services,Project Management Services
TypeScript::exit,TypeScript,exit,System Command Execution,2,3,System Command Execution,System Command Execution
TypeScript::export,TypeScript,export,Database Management,2,2,Database Management,Database Management
TypeScript::fetcher,TypeScript,fetcher,System Command Execution,2,3,System Command Execution,System Command Execution
TypeScript::figma-js.file,TypeScript,figma-js.file,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::file-system.findFiles,TypeScript,file-system.findFiles,File System Operations,1,4,File System Operations,File System Operations
TypeScript::files.get,TypeScript,files.get,Browser Automation and Web Interaction,15,25,Browser Automation and Web Interaction,Browser Automation and Web Interaction
TypeScript::fillTemplate,TypeScript,fillTemplate,Database Management,1,1,Database Management,Database Management
TypeScript::final,TypeScript,final,System Command Execution,7,18,System Command Execution,System Command Execution
TypeScript::finalize,TypeScript,finalize,Database Management,1,5,Database Management,Database Management
TypeScript::findAvailablePort,TypeScript,findAvailablePort,System Command Execution,1,1,System Command Execution,System Command Execution
TypeScript::forTestnet,TypeScript,forTestnet,Financial and Blockchain Services,5,4,Financial and Blockchain Services,Financial and Blockchain Services
TypeScript::fs-extra.ensureDir,TypeScript,fs-extra.ensureDir,File System Operations,1,13,File System Operations,File System Operations
TypeScript::fs.Stats.isDirectory,TypeScript,fs.Stats.isDirectory,File System Operations,40,35,File System Operations,File System Operations
TypeScript::fs.accessSync,TypeScript,fs.accessSync,File System Operations,2,8,File System Operations,File System Operations
TypeScript::fs.copyFile,TypeScript,fs.copyFile,File System Operations,31,22,File System Operations,File System Operations
TypeScript::fs.createWriteStream,TypeScript,fs.createWriteStream,File System Operations,4,3,File System Operations,File System Operations
TypeScript::fs.ensureDir,TypeScript,fs.ensureDir,File System Operations,1,2,File System Operations,File System Operations
TypeScript::fs.mkdtempSync,TypeScript,fs.mkdtempSync,File System Operations,1,1,File System Operations,File System Operations
TypeScript::fs.read,TypeScript,fs.read,File System Operations,26,14,File System Operations,File System Operations
TypeScript::fs.readFile,TypeScript,fs.readFile,File System Operations,231,244,File System Operations,File System Operations
TypeScript::fs.readdir,TypeScript,fs.readdir,File System Operations,88,55,File System Operations,File System Operations
TypeScript::fs.readdirSync,TypeScript,fs.readdirSync,File System Operations,27,44,File System Operations,File System Operations
TypeScript::fs.realpath,TypeScript,fs.realpath,File System Operations,36,17,File System Operations,File System Operations
TypeScript::fs.remove,TypeScript,fs.remove,File System Operations,4,1,Specialized Domain Data Services,File System Operations
TypeScript::fs.rm,TypeScript,fs.rm,File System Operations,7,2,File System Operations,File System Operations
TypeScript::fs.unlink,TypeScript,fs.unlink,File System Operations,46,33,File System Operations,File System Operations
TypeScript::fs.write,TypeScript,fs.write,File System Operations,36,45,File System Operations,File System Operations
TypeScript::fs.writeFile,TypeScript,fs.writeFile,File System Operations,258,249,File System Operations,File System Operations
TypeScript::fs.writeFileSync,TypeScript,fs.writeFileSync,File System Operations,4,5,File System Operations,File System Operations
TypeScript::fs/promises.access,TypeScript,fs/promises.access,File System Operations,8,5,File System Operations,File System Operations
TypeScript::fs/promises.appendFile,TypeScript,fs/promises.appendFile,File System Operations,2,2,File System Operations,File System Operations
TypeScript::fs/promises.readFile,TypeScript,fs/promises.readFile,File System Operations,22,15,File System Operations,File System Operations
TypeScript::fs/promises.readdir,TypeScript,fs/promises.readdir,File System Operations,2,2,File System Operations,File System Operations
TypeScript::fs/promises.unlink,TypeScript,fs/promises.unlink,File System Operations,1,1,File System Operations,File System Operations
TypeScript::fsp.readdir,TypeScript,fsp.readdir,File System Operations,6,2,File System Operations,File System Operations
TypeScript::gel.query,TypeScript,gel.query,Database Management,1,1,Database Management,Database Management
TypeScript::generateGreeting,TypeScript,generateGreeting,Database Management,1,1,Database Management,Database Management
TypeScript::generateText,TypeScript,generateText,AI and Machine Learning Services,1,1,AI and Machine Learning Services,AI and Machine Learning Services
TypeScript::get-windows,TypeScript,get-windows,System Command Execution,2,3,System Command Execution,System Command Execution
TypeScript::getCode,TypeScript,getCode,Financial and Blockchain Services,2,1,Financial and Blockchain Services,Financial and Blockchain Services
TypeScript::getConnectionPoolStatus,TypeScript,getConnectionPoolStatus,Database Management,1,1,Database Management,Database Management
TypeScript::getContainer,TypeScript,getContainer,System Command Execution,4,8,System Command Execution,System Command Execution
TypeScript::getDb,TypeScript,getDb,Database Management,1,2,Database Management,Database Management
TypeScript::getDocs,TypeScript,getDocs,AI and Machine Learning Services,3,2,Database Management,AI and Machine Learning Services
TypeScript::getExchangeRate,TypeScript,getExchangeRate,Financial and Blockchain Services,1,1,Financial and Blockchain Services,Financial and Blockchain Services
TypeScript::getGoIosPath,TypeScript,getGoIosPath,File System Operations,1,1,File System Operations,File System Operations
TypeScript::getNamespacedCustomObject,TypeScript,getNamespacedCustomObject,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
TypeScript::getPublicUrl,TypeScript,getPublicUrl,Cloud Infrastructure Management,1,1,Cloud Infrastructure Management,Cloud Infrastructure Management
