cache_entry_id,language,api_name,hidden_api_cache_entry_refs,unique_project_cache_entry_pairs,unique_project_tool_cache_entry_triples,permissions
TypeScript::StatsTool.execute,TypeScript,StatsTool.execute,1,1,1,System Command Execution
TypeScript::Storage.getTask,TypeScript,Storage.getTask,1,1,1,Database Management
TypeScript::Storage.updateTask,TypeScript,Storage.updateTask,1,1,1,File System Operations
TypeScript::StripeAPI.run,TypeScript,StripeAPI.run,1,1,1,Financial and Blockchain Services
TypeScript::StripeService.createCustomer,TypeScript,StripeService.createCustomer,2,2,2,Financial and Blockchain Services
TypeScript::StripeService.syncProducts,TypeScript,StripeService.syncProducts,3,2,3,Financial and Blockchain Services
TypeScript::Sumo.delete,TypeScript,Sumo.delete,1,1,1,Cloud Infrastructure Management
TypeScript::SystemSettingsResource.checkSystemSettings,TypeScript,SystemSettingsResource.checkSystemSettings,1,1,1,Cloud Infrastructure Management
TypeScript::SystemSettingsResource.enable_system_intervlan_routing,TypeScript,SystemSettingsResource.enable_system_intervlan_routing,1,1,1,Cloud Infrastructure Management
TypeScript::SystemSettingsResource.getAllSettings,TypeScript,SystemSettingsResource.getAllSettings,1,1,1,Cloud Infrastructure Management
TypeScript::ThreadsApi.ThreadsError.isRateLimit,TypeScript,ThreadsApi.ThreadsError.isRateLimit,1,1,1,System Command Execution
TypeScript::ThreadsApi.createCarouselContainer,TypeScript,ThreadsApi.createCarouselContainer,1,1,1,Specialized Domain Data Services
TypeScript::ThreadsApi.createTextContainer,TypeScript,ThreadsApi.createTextContainer,1,1,1,Specialized Domain Data Services
TypeScript::ThreadsApi.publishContainer,TypeScript,ThreadsApi.publishContainer,1,1,1,Cloud Infrastructure Management
TypeScript::Tool.execute,TypeScript,Tool.execute,2,2,2,System Command Execution
TypeScript::ToolManager.executeTool,TypeScript,ToolManager.executeTool,1,1,1,System Command Execution
TypeScript::TopicCreateTransaction,TypeScript,TopicCreateTransaction,4,1,4,Financial and Blockchain Services
TypeScript::TopicMessageSubmitTransaction,TypeScript,TopicMessageSubmitTransaction,4,1,4,Financial and Blockchain Services
TypeScript::TraceRecorder.execution,TypeScript,TraceRecorder.execution,2,1,2,System Command Execution
TypeScript::Transaction.from,TypeScript,Transaction.from,1,1,1,Financial and Blockchain Services
TypeScript::TrelloClient.checkBoardAccess,TypeScript,TrelloClient.checkBoardAccess,1,1,1,Project Management Services
TypeScript::TrelloClient.checkCardOperations,TypeScript,TrelloClient.checkCardOperations,1,1,1,Project Management Services
TypeScript::TrelloClient.checkChecklistOperations,TypeScript,TrelloClient.checkChecklistOperations,1,1,1,Project Management Services
TypeScript::TrelloClient.checkRateLimitHealth,TypeScript,TrelloClient.checkRateLimitHealth,1,1,1,Project Management Services
TypeScript::TrelloClient.checkTrelloApiConnectivity,TypeScript,TrelloClient.checkTrelloApiConnectivity,1,1,1,Project Management Services
TypeScript::TrelloClient.checkWorkspaceAccess,TypeScript,TrelloClient.checkWorkspaceAccess,1,1,1,Project Management Services
TypeScript::TrelloClient.setActiveBoard,TypeScript,TrelloClient.setActiveBoard,1,1,1,Project Management Services
TypeScript::TrelloHealthEndpoints.performRepair,TypeScript,TrelloHealthEndpoints.performRepair,1,1,1,Project Management Services
TypeScript::TrelloHealthMonitor.getSystemHealth,TypeScript,TrelloHealthMonitor.getSystemHealth,1,1,1,Project Management Services
TypeScript::TypeScriptServer.initializeTypeScriptServer,TypeScript,TypeScriptServer.initializeTypeScriptServer,3,1,3,System Command Execution
TypeScript::UnityConnection.clearClients,TypeScript,UnityConnection.clearClients,1,1,1,Cloud Infrastructure Management
TypeScript::UnityConnection.getConnectedClients,TypeScript,UnityConnection.getConnectedClients,1,1,1,Specialized Domain Data Services
TypeScript::UnityConnection.sendInitialBroadcast,TypeScript,UnityConnection.sendInitialBroadcast,1,1,1,Specialized Domain Data Services
TypeScript::UnsplashApi.createSingleImage,TypeScript,UnsplashApi.createSingleImage,1,1,1,Specialized Domain Data Services
TypeScript::UnsplashApi.searchPhotosByQuery,TypeScript,UnsplashApi.searchPhotosByQuery,1,1,1,Specialized Domain Data Services
TypeScript::VectorQuery.create,TypeScript,VectorQuery.create,1,1,1,Database Management
TypeScript::VectorSearch.fromVectorQuery,TypeScript,VectorSearch.fromVectorQuery,1,1,1,Database Management
TypeScript::WebApi.postTeamIteration,TypeScript,WebApi.postTeamIteration,1,1,1,Project Management Services
TypeScript::WebDriverAgent.listApps,TypeScript,WebDriverAgent.listApps,1,1,1,System Command Execution
TypeScript::WebDriverAgent.listSimulators,TypeScript,WebDriverAgent.listSimulators,1,1,1,System Command Execution
TypeScript::WebDriverAgent.startWda,TypeScript,WebDriverAgent.startWda,1,1,1,System Command Execution
TypeScript::WebDriverAgent.wda,TypeScript,WebDriverAgent.wda,1,1,1,System Command Execution
TypeScript::WebListTool.execute,TypeScript,WebListTool.execute,1,1,1,Specialized Domain Data Services
TypeScript::WebSocketHandler.requestSceneInfo,TypeScript,WebSocketHandler.requestSceneInfo,1,1,1,Cloud Infrastructure Management
TypeScript::WebTool.execute,TypeScript,WebTool.execute,1,1,1,Specialized Domain Data Services
TypeScript::WebcamController.getCameraSettings,TypeScript,WebcamController.getCameraSettings,1,1,1,System Command Execution
TypeScript::WebcamController.listCameras,TypeScript,WebcamController.listCameras,1,1,1,System Command Execution
TypeScript::WebcamController.setCameraSettings,TypeScript,WebcamController.setCameraSettings,1,1,1,System Command Execution
TypeScript::WhatsAppService.getMessages,TypeScript,WhatsAppService.getMessages,1,1,1,Browser Automation and Web Interaction
TypeScript::WhistleClient.createGroup,TypeScript,WhistleClient.createGroup,1,1,1,System Command Execution
TypeScript::WhistleClient.createValueGroup,TypeScript,WhistleClient.createValueGroup,1,1,1,System Command Execution
TypeScript::WhistleClient.renameGroup,TypeScript,WhistleClient.renameGroup,1,1,1,System Command Execution
TypeScript::WhistleClient.updateRule,TypeScript,WhistleClient.updateRule,1,1,1,System Command Execution
TypeScript::WordPressClient.get,TypeScript,WordPressClient.get,1,1,1,Project Management Services
TypeScript::XcodeCommands.configureSimulatorPreferences,TypeScript,XcodeCommands.configureSimulatorPreferences,1,1,1,Cloud Infrastructure Management
TypeScript::XcodeCommands.getDeviceTypes,TypeScript,XcodeCommands.getDeviceTypes,1,1,1,System Command Execution
TypeScript::XcodeCommands.getPrivacyPermission,TypeScript,XcodeCommands.getPrivacyPermission,1,1,1,System Command Execution
TypeScript::XcodeCommands.pushNotification,TypeScript,XcodeCommands.pushNotification,1,1,1,Cloud Infrastructure Management
TypeScript::XcodeServer.checkCocoaPodsInstallation,TypeScript,XcodeServer.checkCocoaPodsInstallation,1,1,1,System Command Execution
TypeScript::YAML.load,TypeScript,YAML.load,1,1,1,System Command Execution
TypeScript::YankiConnect.getClient,TypeScript,YankiConnect.getClient,1,1,1,Specialized Domain Data Services
TypeScript::ableton-js.Ableton.song.createAudioTrack,TypeScript,ableton-js.Ableton.song.createAudioTrack,1,1,1,System Command Execution
TypeScript::ableton-js.AbletonConnection.getInstance,TypeScript,ableton-js.AbletonConnection.getInstance,3,1,3,System Command Execution
TypeScript::ableton-js.createClip,TypeScript,ableton-js.createClip,1,1,1,System Command Execution
TypeScript::ableton.song.createMidiTrack,TypeScript,ableton.song.createMidiTrack,1,1,1,System Command Execution
TypeScript::abortTransaction,TypeScript,abortTransaction,1,1,1,Database Management
TypeScript::accessSync,TypeScript,accessSync,5,2,5,File System Operations
TypeScript::adb.adb,TypeScript,adb.adb,1,1,1,System Command Execution
TypeScript::adb.exec-out,TypeScript,adb.exec-out,1,1,1,System Command Execution
TypeScript::adb.shell,TypeScript,adb.shell,1,1,1,File System Operations
TypeScript::adb/client.AdbClient.executeCommand,TypeScript,adb/client.AdbClient.executeCommand,1,1,1,System Command Execution
TypeScript::adb/client.js.AdbClient.executeCommand,TypeScript,adb/client.js.AdbClient.executeCommand,2,1,2,System Command Execution
TypeScript::addDocuments,TypeScript,addDocuments,1,1,1,Project Management Services
TypeScript::addFile,TypeScript,addFile,1,1,1,AI and Machine Learning Services
TypeScript::addIndex,TypeScript,addIndex,1,1,1,Database Management
TypeScript::addInitScript,TypeScript,addInitScript,1,1,1,Browser Automation and Web Interaction
TypeScript::addNotes,TypeScript,addNotes,2,2,2,Specialized Domain Data Services
TypeScript::addServerTool,TypeScript,addServerTool,1,1,1,Cloud Infrastructure Management
TypeScript::adm-zip.addFile,TypeScript,adm-zip.addFile,1,1,1,Cloud Infrastructure Management
TypeScript::admin.createAdminClient,TypeScript,admin.createAdminClient,1,1,1,Database Management
TypeScript::adr-timeline-types.tryGitExtraction,TypeScript,adr-timeline-types.tryGitExtraction,13,1,13,System Command Execution
TypeScript::aegis-client.report,TypeScript,aegis-client.report,12,1,12,Specialized Domain Data Services
TypeScript::aegisClient.report,TypeScript,aegisClient.report,4,1,4,Specialized Domain Data Services
TypeScript::afterStmt.all,TypeScript,afterStmt.all,1,1,1,Database Management
TypeScript::ai-executor.executePrompt,TypeScript,ai-executor.executePrompt,1,1,1,AI and Machine Learning Services
TypeScript::ai-executor.executeStructuredPrompt,TypeScript,ai-executor.executeStructuredPrompt,1,1,1,AI and Machine Learning Services
TypeScript::ai.files.delete,TypeScript,ai.files.delete,1,1,1,Cloud Infrastructure Management
TypeScript::ai.files.list,TypeScript,ai.files.list,1,1,1,Cloud Infrastructure Management
TypeScript::ai.generateText,TypeScript,ai.generateText,1,1,1,AI and Machine Learning Services
TypeScript::airtable.createRecords,TypeScript,airtable.createRecords,1,1,1,Database Management
TypeScript::alchemyApi.swap,TypeScript,alchemyApi.swap,1,1,1,Financial and Blockchain Services
TypeScript::alpha.data.daily,TypeScript,alpha.data.daily,1,1,1,File System Operations
TypeScript::analyzeKubernetesResources,TypeScript,analyzeKubernetesResources,1,1,1,Cloud Infrastructure Management
TypeScript::android.AndroidDeviceManager.getConnectedDevices,TypeScript,android.AndroidDeviceManager.getConnectedDevices,1,1,1,System Command Execution
TypeScript::anthropic,TypeScript,anthropic,2,1,2,AI and Machine Learning Services
TypeScript::api-client.getApiClient,TypeScript,api-client.getApiClient,2,1,2,Specialized Domain Data Services
TypeScript::api-client.tradingClient.getProfile,TypeScript,api-client.tradingClient.getProfile,1,1,1,Financial and Blockchain Services
TypeScript::api-client.tradingClient.updateProfile,TypeScript,api-client.tradingClient.updateProfile,1,1,1,Financial and Blockchain Services
TypeScript::api.forkProject,TypeScript,api.forkProject,1,1,1,Project Management Services
TypeScript::apiCallBound,TypeScript,apiCallBound,3,1,3,Specialized Domain Data Services
TypeScript::apiClient.createCampaign,TypeScript,apiClient.createCampaign,1,1,1,Specialized Domain Data Services
TypeScript::apiClient.deleteCampaign,TypeScript,apiClient.deleteCampaign,1,1,1,Specialized Domain Data Services
TypeScript::apiClient.ensureLocalBinarySetup,TypeScript,apiClient.ensureLocalBinarySetup,1,1,1,System Command Execution
TypeScript::apiClient.get,TypeScript,apiClient.get,3,1,3,Specialized Domain Data Services
TypeScript::apiClient.post,TypeScript,apiClient.post,4,1,4,Specialized Domain Data Services
TypeScript::apiClient.request,TypeScript,apiClient.request,4,1,4,Specialized Domain Data Services
TypeScript::apiService.createOrUpdateFile,TypeScript,apiService.createOrUpdateFile,2,1,2,Code Repository Services
TypeScript::apiService.makeGitHubRequest,TypeScript,apiService.makeGitHubRequest,2,1,2,Specialized Domain Data Services
TypeScript::apiServiceManager.executeApiTool,TypeScript,apiServiceManager.executeApiTool,1,1,1,System Command Execution
TypeScript::apiServiceManager.getApiTools,TypeScript,apiServiceManager.getApiTools,1,1,1,Specialized Domain Data Services
TypeScript::apiServiceManager.getToolDefinition,TypeScript,apiServiceManager.getToolDefinition,1,1,1,Specialized Domain Data Services
TypeScript::appSearch.getAllApps,TypeScript,appSearch.getAllApps,1,1,1,System Command Execution
TypeScript::appTools.getProcessManagement,TypeScript,appTools.getProcessManagement,1,1,1,System Command Execution
TypeScript::appendLine,TypeScript,appendLine,1,1,1,Database Management
TypeScript::asymmetricGenerate,TypeScript,asymmetricGenerate,1,1,1,Cloud Infrastructure Management
TypeScript::attach,TypeScript,attach,13,1,13,System Command Execution
TypeScript::audit.search,TypeScript,audit.search,1,1,1,System Command Execution
TypeScript::autoCancellation,TypeScript,autoCancellation,3,3,3,Database Management
TypeScript::autoIt.controlFocus,TypeScript,autoIt.controlFocus,1,1,1,System Command Execution
TypeScript::autoIt.controlGetPos,TypeScript,autoIt.controlGetPos,1,1,1,System Command Execution
TypeScript::autoIt.controlSetText,TypeScript,autoIt.controlSetText,1,1,1,System Command Execution
TypeScript::autoIt.init,TypeScript,autoIt.init,18,1,18,System Command Execution
TypeScript::autoIt.mouseDown,TypeScript,autoIt.mouseDown,1,1,1,System Command Execution
TypeScript::autoIt.mouseGetPos,TypeScript,autoIt.mouseGetPos,1,1,1,System Command Execution
TypeScript::autoIt.processExists,TypeScript,autoIt.processExists,1,1,1,System Command Execution
TypeScript::autoIt.processWait,TypeScript,autoIt.processWait,1,1,1,System Command Execution
TypeScript::autoIt.toolTip,TypeScript,autoIt.toolTip,1,1,1,System Command Execution
TypeScript::autoIt.winActivate,TypeScript,autoIt.winActivate,1,1,1,System Command Execution
TypeScript::autoIt.winActive,TypeScript,autoIt.winActive,1,1,1,System Command Execution
TypeScript::autoIt.winExists,TypeScript,autoIt.winExists,1,1,1,System Command Execution
TypeScript::autoIt.winGetTitle,TypeScript,autoIt.winGetTitle,1,1,1,System Command Execution
TypeScript::autoItSetOption,TypeScript,autoItSetOption,1,1,1,System Command Execution
TypeScript::axios,TypeScript,axios,17,11,17,Specialized Domain Data Services
TypeScript::axios.AxiosError,TypeScript,axios.AxiosError,2,2,2,Specialized Domain Data Services
TypeScript::axios.AxiosInstance.get,TypeScript,axios.AxiosInstance.get,1,1,1,Specialized Domain Data Services
TypeScript::axios.AxiosInstance.makeRequest,TypeScript,axios.AxiosInstance.makeRequest,3,2,3,Specialized Domain Data Services
TypeScript::axios.AxiosInstance.post,TypeScript,axios.AxiosInstance.post,5,2,5,Specialized Domain Data Services
TypeScript::axios.AxiosRequestConfig,TypeScript,axios.AxiosRequestConfig,2,2,2,Specialized Domain Data Services
TypeScript::axios.axios,TypeScript,axios.axios,15,10,15,Specialized Domain Data Services
TypeScript::axios.client,TypeScript,axios.client,2,1,2,Specialized Domain Data Services
TypeScript::axios.default.get,TypeScript,axios.default.get,1,1,1,Specialized Domain Data Services
TypeScript::axios.delete,TypeScript,axios.delete,7,7,7,Specialized Domain Data Services
TypeScript::axios.get,TypeScript,axios.get,42,24,42,Specialized Domain Data Services
TypeScript::axios.patch,TypeScript,axios.patch,2,2,2,Specialized Domain Data Services
TypeScript::axios.post,TypeScript,axios.post,27,19,27,Specialized Domain Data Services
TypeScript::axios.put,TypeScript,axios.put,1,1,1,Specialized Domain Data Services
TypeScript::axios.request,TypeScript,axios.request,7,7,7,Specialized Domain Data Services
TypeScript::azure-devops-node-api.WebApi,TypeScript,azure-devops-node-api.WebApi,2,1,2,Cloud Infrastructure Management
TypeScript::azure-devops-node-api.WebApi.getWorkApi,TypeScript,azure-devops-node-api.WebApi.getWorkApi,1,1,1,File System Operations
TypeScript::azure-devops-node-api.WebApi.updateThread,TypeScript,azure-devops-node-api.WebApi.updateThread,1,1,1,Project Management Services
TypeScript::azure-devops-node-api.connectionProvider,TypeScript,azure-devops-node-api.connectionProvider,1,1,1,Project Management Services
TypeScript::backendClient.getCompanyRules,TypeScript,backendClient.getCompanyRules,5,1,5,Specialized Domain Data Services
TypeScript::backendClient.getRevisionBasedConfiguration,TypeScript,backendClient.getRevisionBasedConfiguration,3,1,3,Specialized Domain Data Services
